cliente_id,data_solicitacao,valor_solicitado,finalidade_credito,motivo_negativa,tentou_novamente,outlier_valor
C075272,2024-07-25,1775.69,Cartão de Crédito,Inconsistência Cadastral,Não,False
C000747,2023-08-05,375.04,Limite Conta,Renda Insuficiente,Não,False
C148828,2025-03-05,1838.13,Empréstimo Pessoal,Score Baixo,Não,False
C026788,2024-02-08,3568.8,Empréstimo Pessoal,Inconsistência Cadastral,Não,False
C066470,2024-12-04,2083.89,Compra Parcelada,Score Baixo,Não,False
C074603,2023-08-21,2142.03,Compra Parcelada,Renda Insuficiente,Não,False
C123118,2024-05-07,4753.55,Compra Parcelada,Documentação Incompleta,Não,False
C058083,2023-08-01,3504.61,Limite Conta,Renda Insuficiente,Não,False
C036999,2023-11-27,2601.72,Renegociação de Dívidas,Score Baixo,Não,False
C098277,2024-07-16,2165.36,Renegociação de Dívidas,Inconsistência Cadastral,Não,False
C028993,2025-02-16,922.24,Cartão de Crédito,Documentação Incompleta,Não,False
C023716,2025-06-26,2361.23,Compra Parcelada,Histórico de Inadimplência,Não,False
C003160,2025-01-30,2988.97,Empréstimo Pessoal,Renda Insuficiente,Não,False
C095514,2024-11-11,2014.7,Cartão de Crédito,Documentação Incompleta,Não,False
C059765,2023-11-07,7.26,Cartão de Crédito,Inconsistência Cadastral,Não,False
C105868,2024-09-17,3036.73,Empréstimo Pessoal,Inconsistência Cadastral,Não,False
C144883,2024-02-09,3485.26,Empréstimo Pessoal,Inconsistência Cadastral,Não,False
C086655,2023-12-13,1837.38,Cartão de Crédito,Renda Insuficiente,Não,False
C017422,2024-12-18,2245.78,Empréstimo Pessoal,Score Baixo,Não,False
C143455,2028-01-01,2719.44,Cartão de Crédito,Score Baixo,Não,False
C047501,2024-04-01,3128.43,Cartão de Crédito,Score Baixo,Não,False
C033917,2024-04-06,1552.58,Cartão de Crédito,Renda Insuficiente,Não,False
C116294,2025-02-16,3558.53,Cartão de Crédito,Score Baixo,Não,False
C078919,2024-06-18,2856.86,Cartão de Crédito,Renda Insuficiente,Não,False
C092664,2023-10-22,3217.26,Cartão de Crédito,Score Baixo,Sim,False
C119745,2024-01-31,1274.11,Compra Parcelada,Renda Insuficiente,Não,False
C145782,2023-12-12,1923.51,Cartão de Crédito,Renda Insuficiente,Não,False
C113394,2024-07-25,3112.96,Empréstimo Pessoal,Score Baixo,Sim,False
C102482,2024-10-06,3436.5,Empréstimo Pessoal,Documentação Incompleta,Não,False
C043918,2023-10-25,942.57,Limite Conta,Score Baixo,Não,False
C123771,2024-10-05,1088.62,Cartão de Crédito,Renda Insuficiente,Não,False
C002427,2025-01-28,1295.55,Cartão de Crédito,Documentação Incompleta,Não,False
C045620,2024-09-07,2377.92,Cartão de Crédito,Documentação Incompleta,Sim,False
C083356,2024-12-06,2249.47,Compra Parcelada,Score Baixo,Não,False
C092603,2025-04-30,4175.83,Cartão de Crédito,Documentação Incompleta,Não,False
C077319,2023-09-02,2246.93,Compra Parcelada,Renda Insuficiente,Sim,False
C082445,2024-11-09,3953.83,Cartão de Crédito,Renda Insuficiente,Não,False
C044153,2023-12-26,2540.25,Empréstimo Pessoal,Inconsistência Cadastral,Não,False
C034222,2024-08-23,1420.15,Empréstimo Pessoal,Histórico de Inadimplência,Sim,False
C002359,2025-01-04,3949.78,Renegociação de Dívidas,Score Baixo,Sim,False
C016502,2024-06-30,973.14,Renegociação de Dívidas,Histórico de Inadimplência,Não,False
C083193,2025-03-14,2844.71,Cartão de Crédito,Renda Insuficiente,Sim,False
C128337,2025-01-19,750.57,Limite Conta,Histórico de Inadimplência,Não,False
C073480,2025-03-12,2798.95,Renegociação de Dívidas,Inconsistência Cadastral,Não,False
C030326,2024-12-04,2177.76,Cartão de Crédito,Inconsistência Cadastral,Não,False
C059627,2024-11-04,2512.75,Empréstimo Pessoal,Histórico de Inadimplência,Não,False
C068448,2024-10-01,1029.16,Cartão de Crédito,Histórico de Inadimplência,Sim,False
C070927,2024-05-09,2765.25,Renegociação de Dívidas,Inconsistência Cadastral,Não,False
C129983,2025-01-05,2856.04,Empréstimo Pessoal,Score Baixo,Não,False
C040245,2024-10-26,4379.45,Limite Conta,Inconsistência Cadastral,Não,False
C048176,2024-12-02,1537.67,Renegociação de Dívidas,Inconsistência Cadastral,Não,False
C069473,2025-06-10,3845.95,Empréstimo Pessoal,,Sim,False
C044179,2024-11-28,2549.7,Cartão de Crédito,Documentação Incompleta,Não,False
C118100,2024-04-02,2891.83,Empréstimo Pessoal,Renda Insuficiente,Sim,False
C118694,2024-10-18,2964.87,Cartão de Crédito,Inconsistência Cadastral,Não,False
C024616,2025-01-23,3400.87,Cartão de Crédito,Renda Insuficiente,Não,False
C106362,2023-08-07,2655.73,Renegociação de Dívidas,Documentação Incompleta,Não,False
C130531,2024-12-27,2967.96,Cartão de Crédito,Documentação Incompleta,Não,False
C101110,2024-01-26,1717.07,Empréstimo Pessoal,Score Baixo,Não,False
C074920,2025-03-26,1933.49,Renegociação de Dívidas,Score Baixo,Não,False
C066889,2024-09-19,1911.76,Limite Conta,Renda Insuficiente,Sim,False
C096716,2025-03-16,2862.64,Empréstimo Pessoal,Renda Insuficiente,Não,False
C041152,2024-02-03,2675.89,Renegociação de Dívidas,Histórico de Inadimplência,Não,False
C042653,2024-08-14,2520.37,Empréstimo Pessoal,Inconsistência Cadastral,Não,False
C068155,2023-10-21,3543.54,Empréstimo Pessoal,Score Baixo,Não,False
C095979,2028-01-01,1616.1,Empréstimo Pessoal,Score Baixo,Sim,False
C051216,2025-01-06,3278.19,Limite Conta,Histórico de Inadimplência,Não,False
C084203,2023-10-04,1707.64,Empréstimo Pessoal,Documentação Incompleta,Não,False
C112979,2025-01-20,1064.03,Limite Conta,Renda Insuficiente,Não,False
C024372,2025-01-03,2863.52,Renegociação de Dívidas,Renda Insuficiente,Sim,False
C142406,2023-12-26,2310.95,Renegociação de Dívidas,Renda Insuficiente,Sim,False
C011778,2024-12-18,2664.29,Limite Conta,Histórico de Inadimplência,Não,False
C016806,2025-02-04,876.2,Compra Parcelada,Inconsistência Cadastral,Sim,False
C043600,2025-01-06,2974.64,Cartão de Crédito,Inconsistência Cadastral,Não,False
C141451,2024-06-28,1994.78,Cartão de Crédito,Histórico de Inadimplência,Sim,False
C086875,2024-11-09,3850.77,Compra Parcelada,Renda Insuficiente,Não,False
C118682,2023-07-02,3101.62,Cartão de Crédito,Renda Insuficiente,Não,False
C052740,2024-11-16,3128.72,Cartão de Crédito,Inconsistência Cadastral,Não,False
C102935,2024-04-23,2791.83,Limite Conta,Renda Insuficiente,Sim,False
C034315,2025-02-27,2706.95,Empréstimo Pessoal,Renda Insuficiente,Não,False
C137604,2023-10-05,2189.26,Cartão de Crédito,Renda Insuficiente,Não,False
C062998,2023-12-10,3848.71,Limite Conta,Renda Insuficiente,Sim,False
C064146,2025-06-17,3324.57,Empréstimo Pessoal,Renda Insuficiente,Não,False
C002006,2024-07-21,2077.32,Empréstimo Pessoal,Renda Insuficiente,Não,False
C055217,2024-01-24,3573.16,Limite Conta,Score Baixo,Sim,False
C102501,2025-01-11,3398.34,Cartão de Crédito,Score Baixo,Não,False
C030445,2024-09-02,3697.8,Compra Parcelada,Renda Insuficiente,Não,False
C035349,2023-10-28,2653.18,Limite Conta,Documentação Incompleta,Sim,False
C065025,2024-06-07,3527.22,Compra Parcelada,Histórico de Inadimplência,Não,False
C060004,2023-08-24,1946.19,Empréstimo Pessoal,Documentação Incompleta,Sim,False
C031762,2023-09-06,3428.28,Empréstimo Pessoal,Histórico de Inadimplência,Sim,False
C072289,2023-10-29,1041.57,Empréstimo Pessoal,Renda Insuficiente,Não,False
C037089,2023-12-13,3462.35,Renegociação de Dívidas,Inconsistência Cadastral,Não,False
C137110,2024-06-17,2318.74,Empréstimo Pessoal,Inconsistência Cadastral,Não,False
C100944,2025-04-13,744.63,Compra Parcelada,Documentação Incompleta,Não,False
C098192,2024-01-06,3179.96,Limite Conta,Score Baixo,Não,False
C118477,2024-07-09,1784.34,Empréstimo Pessoal,Renda Insuficiente,Não,False
C102296,2024-01-15,1047.35,Cartão de Crédito,Inconsistência Cadastral,Não,False
C074928,2024-10-18,4329.08,Cartão de Crédito,Inconsistência Cadastral,Sim,False
C007657,2024-05-07,2283.47,Cartão de Crédito,Score Baixo,Não,False
C003492,2023-08-23,3003.17,Compra Parcelada,Histórico de Inadimplência,Não,False
C075392,2024-05-30,833.93,Empréstimo Pessoal,Histórico de Inadimplência,Sim,False
C088103,2024-08-27,4001.51,Cartão de Crédito,Documentação Incompleta,Não,False
C099225,2025-05-02,2500.35,Renegociação de Dívidas,Renda Insuficiente,Não,False
C073414,2023-08-22,2453.51,Compra Parcelada,Renda Insuficiente,Não,False
C133180,2023-11-04,3593.22,Empréstimo Pessoal,Inconsistência Cadastral,Não,False
C047249,2024-06-17,2119.54,Compra Parcelada,Inconsistência Cadastral,Não,False
C040207,2024-12-24,3229.75,Cartão de Crédito,Score Baixo,Não,False
C112085,2023-12-01,3091.09,Cartão de Crédito,Inconsistência Cadastral,Não,False
C007808,2023-09-28,2879.89,Empréstimo Pessoal,Inconsistência Cadastral,Não,False
C131587,2024-12-20,3324.92,Compra Parcelada,Score Baixo,Não,False
C115363,2025-01-07,2062.47,Empréstimo Pessoal,Score Baixo,Não,False
C076595,2023-12-27,4021.98,Empréstimo Pessoal,Renda Insuficiente,Sim,False
C002306,2024-07-05,3911.0,Cartão de Crédito,Renda Insuficiente,Sim,False
C048857,2023-11-18,1414.57,Cartão de Crédito,Documentação Incompleta,Sim,False
C102867,2023-10-17,2732.38,Compra Parcelada,Documentação Incompleta,Não,False
C034032,2024-10-18,3497.17,Empréstimo Pessoal,Documentação Incompleta,Não,False
C081354,2025-04-17,3726.3,Renegociação de Dívidas,Histórico de Inadimplência,Não,False
C111153,2024-04-19,1999.78,Cartão de Crédito,Renda Insuficiente,Não,False
C081960,2024-11-29,2496.26,Limite Conta,Renda Insuficiente,Não,False
C051219,2025-05-23,4259.33,Compra Parcelada,Renda Insuficiente,Não,False
C080473,2025-01-03,1684.83,Compra Parcelada,Renda Insuficiente,Não,False
C084007,2024-07-28,2731.77,Cartão de Crédito,Score Baixo,Não,False
C111540,2025-05-07,1190.03,Renegociação de Dívidas,Histórico de Inadimplência,Sim,False
C075828,2024-06-03,2626.61,Renegociação de Dívidas,Renda Insuficiente,Sim,False
C104182,2023-11-16,1853.97,Cartão de Crédito,Score Baixo,Não,False
C072826,2025-06-01,2764.13,Cartão de Crédito,Renda Insuficiente,Não,False
C011543,2024-09-20,2255.41,Empréstimo Pessoal,Score Baixo,Sim,False
C050699,2024-03-26,3181.19,Renegociação de Dívidas,Score Baixo,Não,False
C119474,2024-09-20,2464.78,Limite Conta,Renda Insuficiente,Sim,False
C050038,2024-08-24,3689.94,Cartão de Crédito,Documentação Incompleta,Não,False
C020276,2024-06-04,2643.77,Cartão de Crédito,Documentação Incompleta,Sim,False
C107302,2023-12-13,2998.52,Renegociação de Dívidas,Inconsistência Cadastral,Não,False
C019557,2024-01-08,3256.55,Compra Parcelada,Renda Insuficiente,Não,False
C079043,2024-05-31,2802.46,Cartão de Crédito,Histórico de Inadimplência,Sim,False
C063372,2023-11-28,4092.96,Cartão de Crédito,Inconsistência Cadastral,Não,False
C074723,2024-02-08,1560.97,Renegociação de Dívidas,Score Baixo,Não,False
C050070,2024-09-10,2982.72,Compra Parcelada,Inconsistência Cadastral,Não,False
C020251,2023-08-31,1911.33,Cartão de Crédito,Documentação Incompleta,Não,False
C094084,2024-05-25,4330.41,Empréstimo Pessoal,Inconsistência Cadastral,Não,False
C063106,2024-04-04,2397.28,Empréstimo Pessoal,Score Baixo,Não,False
C028539,2024-06-06,1161.5,Limite Conta,Renda Insuficiente,Não,False
C141615,2025-01-05,3729.59,Renegociação de Dívidas,Renda Insuficiente,Não,False
C070371,2025-01-14,1518.71,Cartão de Crédito,Inconsistência Cadastral,Não,False
C085185,2024-11-20,2661.23,Cartão de Crédito,Renda Insuficiente,Sim,False
C085744,2023-10-29,2950.0,Empréstimo Pessoal,Renda Insuficiente,Sim,False
C137936,2024-05-20,2620.0,Empréstimo Pessoal,Inconsistência Cadastral,Não,False
C072156,2024-12-07,2384.66,Empréstimo Pessoal,Inconsistência Cadastral,Sim,False
C067184,2025-05-06,3043.98,Compra Parcelada,Histórico de Inadimplência,Não,False
C124483,2024-06-06,2935.77,Cartão de Crédito,Score Baixo,Não,False
C049221,2024-06-30,2621.84,Cartão de Crédito,Documentação Incompleta,Não,False
C002371,2024-02-07,2102.48,Renegociação de Dívidas,Renda Insuficiente,Não,False
C068857,2025-02-28,1352.06,Cartão de Crédito,Inconsistência Cadastral,Não,False
C049488,2025-06-08,3115.93,Renegociação de Dívidas,Renda Insuficiente,Não,False
C064659,2024-06-17,2394.68,Cartão de Crédito,Score Baixo,Não,False
C029125,2023-07-27,2332.97,Compra Parcelada,Documentação Incompleta,Não,False
C107195,2024-03-09,1332.1,Cartão de Crédito,Renda Insuficiente,Sim,False
C086446,2024-01-31,3373.8,Compra Parcelada,Renda Insuficiente,Não,False
C012691,2025-04-04,1309.42,Empréstimo Pessoal,Histórico de Inadimplência,Sim,False
C122411,2024-02-09,718.01,Renegociação de Dívidas,Renda Insuficiente,Não,False
C028864,2025-02-08,2656.5,Compra Parcelada,Histórico de Inadimplência,Não,False
C140593,2023-12-31,2472.14,Compra Parcelada,Score Baixo,Não,False
C025453,2024-04-13,2242.83,Compra Parcelada,Inconsistência Cadastral,Sim,False
C086665,2024-04-30,2429.02,Limite Conta,Score Baixo,Sim,False
C071055,2024-03-13,3759.4,Renegociação de Dívidas,Score Baixo,Não,False
C018205,2024-03-31,1227.9,Renegociação de Dívidas,Renda Insuficiente,Não,False
C035992,2024-10-19,2964.94,Empréstimo Pessoal,Score Baixo,Não,False
C129515,2024-12-22,3265.34,Empréstimo Pessoal,Histórico de Inadimplência,Sim,False
C147763,2024-05-14,2697.12,Renegociação de Dívidas,Inconsistência Cadastral,Não,False
C031269,2024-08-14,2268.56,Compra Parcelada,Inconsistência Cadastral,Não,False
C092877,2023-08-11,2478.49,Cartão de Crédito,Renda Insuficiente,Não,False
C118586,2025-01-17,1772.77,Limite Conta,Documentação Incompleta,Não,False
C146763,2023-12-17,319.76,Compra Parcelada,Documentação Incompleta,Não,False
C104849,2023-07-10,2471.11,Renegociação de Dívidas,Histórico de Inadimplência,Não,False
C062745,2023-08-27,1304.13,Compra Parcelada,Documentação Incompleta,Não,False
C129188,2023-10-20,1778.87,Cartão de Crédito,Inconsistência Cadastral,Não,False
C117224,2024-12-16,2202.55,Renegociação de Dívidas,Score Baixo,Não,False
C044267,2028-01-01,3409.88,Compra Parcelada,Inconsistência Cadastral,Não,False
C104147,2025-01-23,3944.45,Cartão de Crédito,Documentação Incompleta,Não,False
C089390,2024-04-14,2466.08,Empréstimo Pessoal,Renda Insuficiente,Não,False
C074325,2024-01-21,308.15,Empréstimo Pessoal,Histórico de Inadimplência,Não,False
C130591,2024-07-26,1437.48,Cartão de Crédito,Inconsistência Cadastral,Não,False
C018391,2023-12-29,3149.9,Cartão de Crédito,Renda Insuficiente,Não,False
C108246,2025-03-10,2831.39,Limite Conta,Inconsistência Cadastral,Não,False
C007364,2024-12-26,2377.52,Cartão de Crédito,Renda Insuficiente,Não,False
C088165,2025-02-28,2734.75,Renegociação de Dívidas,Score Baixo,Não,False
C000904,2024-08-26,2387.38,Empréstimo Pessoal,Score Baixo,Não,False
C149452,2024-02-13,3337.93,Cartão de Crédito,Renda Insuficiente,Não,False
C062990,2024-08-02,1414.88,Cartão de Crédito,Renda Insuficiente,Sim,False
C132112,2024-11-14,3690.39,Empréstimo Pessoal,Score Baixo,Não,False
C051483,2025-04-15,1349.06,Cartão de Crédito,Renda Insuficiente,Não,False
C083197,2024-07-06,2177.05,Cartão de Crédito,Inconsistência Cadastral,Sim,False
C083316,2023-07-03,2009.52,Renegociação de Dívidas,Renda Insuficiente,Não,False
C054439,2025-01-11,1701.02,Cartão de Crédito,Documentação Incompleta,Não,False
C106134,2024-12-18,2012.82,Cartão de Crédito,Histórico de Inadimplência,Não,False
C000860,2023-11-10,2059.23,Compra Parcelada,Score Baixo,Sim,False
C025171,2025-05-10,3138.73,Cartão de Crédito,Score Baixo,Sim,False
C147655,2024-05-11,3079.29,Renegociação de Dívidas,Documentação Incompleta,Não,False
C142478,2024-07-07,3377.88,Compra Parcelada,Score Baixo,Não,False
C114148,2025-05-20,1312.43,Compra Parcelada,Renda Insuficiente,Não,False
C037430,2023-08-19,3589.59,Cartão de Crédito,Inconsistência Cadastral,Não,False
C043836,2024-08-18,3287.07,Cartão de Crédito,Score Baixo,Não,False
C057255,2023-10-14,2105.87,Cartão de Crédito,Renda Insuficiente,Sim,False
C050598,2024-02-28,2574.92,Renegociação de Dívidas,Score Baixo,Não,False
C074312,2025-02-10,900.84,Empréstimo Pessoal,Score Baixo,Não,False
C038770,2024-01-29,3135.98,Cartão de Crédito,Histórico de Inadimplência,Sim,False
C122422,2023-11-01,34.08,Renegociação de Dívidas,Inconsistência Cadastral,Não,False
C047252,2023-10-08,2884.95,Renegociação de Dívidas,Score Baixo,Não,False
C023525,2025-06-11,3168.96,Compra Parcelada,Renda Insuficiente,Não,False
C102619,2025-05-09,2999.29,Cartão de Crédito,Inconsistência Cadastral,Não,False
C078733,2024-08-14,4320.89,Empréstimo Pessoal,Inconsistência Cadastral,Não,False
C065008,2024-05-27,2828.57,Compra Parcelada,Inconsistência Cadastral,Sim,False
C030541,2025-01-29,2872.67,Limite Conta,Renda Insuficiente,Não,False
C004267,2024-01-07,2225.76,Renegociação de Dívidas,Score Baixo,Sim,False
C143110,2023-07-02,3146.52,Compra Parcelada,Score Baixo,Não,False
C110690,2023-10-06,1783.01,Empréstimo Pessoal,Score Baixo,Não,False
C002111,2024-10-17,3119.45,Renegociação de Dívidas,Inconsistência Cadastral,Não,False
C148039,2025-06-01,2150.22,Cartão de Crédito,Inconsistência Cadastral,Sim,False
C083748,2028-01-01,1625.78,Compra Parcelada,Inconsistência Cadastral,Não,False
C147336,2025-05-13,1678.09,Empréstimo Pessoal,Documentação Incompleta,Não,False
C100229,2023-10-31,1800.12,Empréstimo Pessoal,Score Baixo,Não,False
C107512,2025-05-08,3267.64,Empréstimo Pessoal,Documentação Incompleta,Não,False
C085739,2025-04-04,3123.44,Cartão de Crédito,Score Baixo,Não,False
C013862,2025-01-12,1383.25,Empréstimo Pessoal,Renda Insuficiente,Não,False
C054682,2024-04-01,2307.7,Empréstimo Pessoal,Documentação Incompleta,Sim,False
C000028,2025-04-17,1703.08,Compra Parcelada,Renda Insuficiente,Sim,False
C099092,2025-02-03,1696.83,Cartão de Crédito,Renda Insuficiente,Sim,False
C104220,2025-06-08,2067.58,Compra Parcelada,Inconsistência Cadastral,Sim,False
C136016,2024-07-12,2489.3,Compra Parcelada,Documentação Incompleta,Não,False
C019089,2024-03-23,1312.71,Compra Parcelada,Score Baixo,Não,False
C096905,2028-01-01,-124.95,Cartão de Crédito,Renda Insuficiente,Sim,False
C083904,2025-02-14,2181.89,Cartão de Crédito,Renda Insuficiente,Não,False
C079260,2023-12-13,1387.39,Empréstimo Pessoal,Renda Insuficiente,Não,False
C051091,2024-10-24,2337.58,Cartão de Crédito,Score Baixo,Sim,False
C019595,2024-12-20,2125.05,Empréstimo Pessoal,Renda Insuficiente,Não,False
C071971,2024-07-09,3099.74,Empréstimo Pessoal,Inconsistência Cadastral,Não,False
C073145,2024-04-04,2569.56,Cartão de Crédito,Histórico de Inadimplência,Não,False
C139317,2024-01-23,2823.45,Limite Conta,Score Baixo,Não,False
C098722,2024-04-10,2364.77,Empréstimo Pessoal,Renda Insuficiente,Sim,False
C074953,2024-05-08,3006.44,Renegociação de Dívidas,Documentação Incompleta,Não,False
C018303,2023-09-01,2515.62,Compra Parcelada,Documentação Incompleta,Não,False
C028510,2023-12-03,2069.0,Cartão de Crédito,Score Baixo,Não,False
C139560,2024-12-19,1269.42,Cartão de Crédito,Renda Insuficiente,Sim,False
C120251,2024-04-01,2230.46,Compra Parcelada,Documentação Incompleta,Não,False
C091565,2025-05-25,1139.89,Cartão de Crédito,Documentação Incompleta,Não,False
C105590,2023-10-06,2114.04,Compra Parcelada,Inconsistência Cadastral,Não,False
C086762,2023-11-19,2286.86,Empréstimo Pessoal,Inconsistência Cadastral,Não,False
C039090,2024-06-08,3467.32,Empréstimo Pessoal,Renda Insuficiente,Não,False
C035516,2025-05-12,3079.74,Renegociação de Dívidas,Renda Insuficiente,Não,False
C134060,2025-04-21,1747.27,Renegociação de Dívidas,Renda Insuficiente,Não,False
C005522,2023-09-16,1150.7,Cartão de Crédito,Renda Insuficiente,Não,False
C086577,2023-07-01,3201.6,Compra Parcelada,Score Baixo,Não,False
C034468,2025-05-18,2395.34,Limite Conta,Renda Insuficiente,Não,False
C114321,2024-05-04,3146.5,Limite Conta,Renda Insuficiente,Não,False
C142120,2024-01-17,1402.76,Empréstimo Pessoal,Renda Insuficiente,Não,False
C125155,2024-06-13,3116.81,Renegociação de Dívidas,Inconsistência Cadastral,Não,False
C051132,2023-12-21,1991.73,Empréstimo Pessoal,Renda Insuficiente,Sim,False
C134346,2024-01-17,2597.55,Limite Conta,Inconsistência Cadastral,Não,False
C136060,2025-05-10,1303.54,Limite Conta,Histórico de Inadimplência,Sim,False
C052063,2024-06-12,1144.2,Cartão de Crédito,Inconsistência Cadastral,Não,False
C014948,2025-01-13,1884.15,Cartão de Crédito,Documentação Incompleta,Não,False
C085731,2023-09-24,3590.17,Compra Parcelada,Inconsistência Cadastral,Sim,False
C109305,2024-04-13,3877.8,Empréstimo Pessoal,Renda Insuficiente,Sim,False
C131562,2023-12-18,1751.32,Empréstimo Pessoal,,Sim,False
C095151,2023-12-12,1790.45,Renegociação de Dívidas,Renda Insuficiente,Não,False
C122336,2023-11-02,1833.55,Empréstimo Pessoal,Inconsistência Cadastral,Não,False
C140253,2024-12-29,1867.12,Cartão de Crédito,Inconsistência Cadastral,Não,False
C015263,2024-11-20,4185.27,Limite Conta,Score Baixo,Não,False
C045171,2023-12-09,1247.06,Empréstimo Pessoal,Documentação Incompleta,Sim,False
C144402,2023-08-02,1262.1,Cartão de Crédito,Documentação Incompleta,Não,False
C007042,2023-11-10,3234.79,Cartão de Crédito,Inconsistência Cadastral,Não,False
C058202,2025-03-13,2412.13,Limite Conta,Inconsistência Cadastral,Não,False
C110842,2024-07-20,2867.96,Cartão de Crédito,Inconsistência Cadastral,Não,False
C066179,2025-02-27,3203.13,Compra Parcelada,Documentação Incompleta,Sim,False
C086011,2024-10-13,1986.62,Cartão de Crédito,Renda Insuficiente,Não,False
C044149,2024-01-21,1764.65,Empréstimo Pessoal,Documentação Incompleta,Sim,False
C067388,2024-08-18,3178.39,Empréstimo Pessoal,Score Baixo,Não,False
C024076,2023-07-14,4200.88,Renegociação de Dívidas,Score Baixo,Sim,False
C040777,2023-08-22,2359.63,Cartão de Crédito,Renda Insuficiente,Não,False
C108847,2024-10-01,2538.0,Empréstimo Pessoal,Renda Insuficiente,Não,False
C041419,2023-11-27,4085.88,Empréstimo Pessoal,Inconsistência Cadastral,Sim,False
C069799,2023-12-19,1668.04,Empréstimo Pessoal,Inconsistência Cadastral,Sim,False
C068824,2025-03-06,1293.66,Renegociação de Dívidas,Histórico de Inadimplência,Não,False
C078193,2024-09-12,2109.01,Empréstimo Pessoal,Renda Insuficiente,Não,False
C129953,2025-02-09,2835.06,Empréstimo Pessoal,Inconsistência Cadastral,Não,False
C017410,2024-08-22,1469.67,Empréstimo Pessoal,Histórico de Inadimplência,Sim,False
C108338,2025-05-14,1909.24,Compra Parcelada,Documentação Incompleta,Não,False
C127432,2024-03-31,3235.61,Limite Conta,Score Baixo,Não,False
C119306,2024-03-20,3264.49,Limite Conta,Renda Insuficiente,Não,False
C114664,2025-05-27,3667.56,Limite Conta,Inconsistência Cadastral,Sim,False
C024925,2024-01-24,2794.17,Cartão de Crédito,Score Baixo,Não,False
C036452,2024-08-30,1576.86,Empréstimo Pessoal,Histórico de Inadimplência,Não,False
C113943,2024-05-24,2640.83,Empréstimo Pessoal,Renda Insuficiente,Não,False
C074423,2023-11-02,3949.06,Empréstimo Pessoal,Score Baixo,Não,False
C119081,2023-11-03,1802.75,Empréstimo Pessoal,Documentação Incompleta,Não,False
C004921,2024-12-14,3365.79,Compra Parcelada,Renda Insuficiente,Sim,False
C016731,2024-01-04,3041.55,Empréstimo Pessoal,Inconsistência Cadastral,Não,False
C070627,2025-02-25,1415.75,Compra Parcelada,Score Baixo,Sim,False
C022764,2023-07-06,1777.26,Renegociação de Dívidas,Histórico de Inadimplência,Não,False
C111582,2024-11-04,1922.96,Compra Parcelada,Renda Insuficiente,Não,False
C108558,2023-10-18,2427.6,Cartão de Crédito,Renda Insuficiente,Não,False
C104225,2025-01-09,2009.42,Limite Conta,Renda Insuficiente,Não,False
C123604,2024-01-01,1947.91,Cartão de Crédito,Histórico de Inadimplência,Não,False
C112167,2025-04-17,2353.46,Compra Parcelada,Inconsistência Cadastral,Sim,False
C054592,2024-09-08,3003.27,Compra Parcelada,Inconsistência Cadastral,Não,False
C094909,2024-03-08,2376.22,Empréstimo Pessoal,Score Baixo,Não,False
C086225,2024-06-15,3633.95,Compra Parcelada,Score Baixo,Não,False
C108587,2025-01-20,2622.13,Cartão de Crédito,Documentação Incompleta,Não,False
C039058,2025-02-09,3168.95,Cartão de Crédito,Score Baixo,Não,False
C018279,2024-06-08,2767.47,Cartão de Crédito,Score Baixo,Não,False
C065373,2024-04-30,2566.25,Cartão de Crédito,Inconsistência Cadastral,Não,False
C143730,2025-04-30,1741.03,Empréstimo Pessoal,Score Baixo,Não,False
C006972,2023-09-10,1993.62,Renegociação de Dívidas,Renda Insuficiente,Sim,False
C050394,2023-09-30,409.36,Limite Conta,Renda Insuficiente,Não,False
C115884,2023-07-01,2980.76,Limite Conta,Score Baixo,Não,False
C003019,2025-01-03,4598.88,Limite Conta,Documentação Incompleta,Sim,False
C078303,2023-11-22,2304.85,Compra Parcelada,Renda Insuficiente,Não,False
C001022,2024-10-06,3516.22,Limite Conta,Inconsistência Cadastral,Não,False
C088145,2023-09-24,3559.42,Cartão de Crédito,Score Baixo,Não,False
C071470,2025-05-07,3866.53,Limite Conta,Renda Insuficiente,Não,False
C101952,2025-04-02,3734.07,Renegociação de Dívidas,Score Baixo,Sim,False
C063809,2024-12-06,1793.45,Compra Parcelada,Renda Insuficiente,Sim,False
C052059,2025-05-17,3248.96,Compra Parcelada,Documentação Incompleta,Não,False
C088626,2023-07-16,2434.77,Renegociação de Dívidas,Renda Insuficiente,Não,False
C075787,2024-12-20,3248.19,Renegociação de Dívidas,Score Baixo,Não,False
C016544,2024-12-13,1268.84,Renegociação de Dívidas,Score Baixo,Não,False
C057460,2024-07-10,3047.14,Empréstimo Pessoal,Histórico de Inadimplência,Não,False
C089942,2025-05-22,4093.08,Limite Conta,Renda Insuficiente,Sim,False
C064309,2024-08-22,1749.21,Cartão de Crédito,Documentação Incompleta,Não,False
C035216,2024-07-03,3569.51,Cartão de Crédito,Documentação Incompleta,Sim,False
C087013,2023-12-30,2486.06,Cartão de Crédito,Inconsistência Cadastral,Não,False
C118720,2024-10-06,3073.1,Empréstimo Pessoal,Score Baixo,Não,False
C125205,2024-07-23,2350.49,Compra Parcelada,Score Baixo,Não,False
C015336,2025-01-12,2963.43,Renegociação de Dívidas,Histórico de Inadimplência,Sim,False
C141193,2023-08-18,3374.34,Compra Parcelada,Documentação Incompleta,Não,False
C122398,2024-01-01,4449.65,Cartão de Crédito,Renda Insuficiente,Não,False
C055160,2025-02-03,3987.41,Renegociação de Dívidas,Score Baixo,Não,False
